value,domain_desc,unit_desc,short_desc,statisticcat_desc,survey_id
4.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131317
6.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131417
15.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131517
3.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131617
3.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131316
11.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131416
7.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131516
4.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131616
4.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131315
11.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131415
8.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131515
3.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131615
0.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151320
1.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151420
2.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151319
1.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151519
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151619
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151318
0.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151418
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151518
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151618
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151317
0.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151417
2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151517
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151617
0.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151316
3.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151416
0,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151516
0.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151616
2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151315
3.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151415
2.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151515
0,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,151615
2.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161320
6.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161420
8.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161319
18.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161519
9.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161619
3.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161318
4.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161418
13.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161518
7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161618
1.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161317
7.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161417
9.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161517
1.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161617
5.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161316
5.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161416
6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161516
4.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161616
8.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161315
13.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161415
2.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161515
2.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,161615
7.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171320
11.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171420
15.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171319
5.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171519
8.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171619
10.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171318
9.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171418
1.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171518
6.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171618
9.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171317
5.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171417
4.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171517
4.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171617
4.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171316
4.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171416
2.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171516
3.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171616
12.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171315
2.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171415
3.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171515
1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,171615
1.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181320
5.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181420
7.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181319
19.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181519
1.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181619
9.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181318
1.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181418
5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181518
35.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181618
10.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181317
8.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181417
3.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181517
3.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181617
7.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181316
2.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181416
2.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181516
1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181616
22.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181315
4.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181415
1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181515
0.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,181615
5.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191320
3.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191420
7.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191319
27.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191519
19.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191619
0.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191318
8.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191418
1.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191518
29.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191618
11.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191317
8.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191417
4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191517
17.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191617
24,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191316
6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191416
2.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191516
11.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191616
18,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191315
2.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191415
5.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191515
24.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,191615
3.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201320
28.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201420
21.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201319
1.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201519
0.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201619
27.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201318
2.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201418
23.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201518
1.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201618
16.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201317
1.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201417
1.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201517
0.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201617
2.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201316
3.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201416
4.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201516
5.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201616
9.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201315
3.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201415
14.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201515
33.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,201615
7.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211320
2.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211420
10.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211319
7.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211519
12,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211619
8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211318
4.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211418
4.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211518
5.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211618
16,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211317
4.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211417
10.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211517
5.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211617
12.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211316
16,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211416
7.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211516
10.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211616
22.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211315
9.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,211415
